sno,day,month,year,date,seiz_location,seiz_lat,seiz_long,seiz_district,seiz_state,seiz_country,product,iwt_number,iwt_indian_tft_number,iwt_quantity (kg),transport_involved,in_transit_location_type,last_transit_location,last_transit_district,last_transit_state,last_transit_country,sour_location,sour_district,sour_state,sour_country,destination1_location,destination1_district,destination1_state,destination1_country,destination2_location,destination2_district,destination2_state,destination2_country,group1,group1_number,group2,group2_number,group3,group3_number,species1,species1_number,species2,species2_number,species3,species3_number,species4,species4_number,species5,species5_number,media_link.1,media_link.2,media_link.3
1,9,March,2013,"March 9, 2013",Mumbai International Airport,19.076,72.8777,Mumbai,Maharashtra,India,Live,97,97,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,97,NA,NA,NA,NA,Spotted black terrapin,NA,Tricarinate hill turtle,NA,Indian eyed turtle,NA,Pangshura sp.,NA,NA,NA,http://twocircles.net/2013mar10/tortoise_smuggling_plan_foiled_mumbai_airport.html,NA,NA
2,30,April,2013,"April 30, 2013",Kolkata Airport,22.5726,88.3639,Kolkata,West Bengal,India,Live,21,21,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Chennai,Chennai,Tamil Nadu,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,21,NA,NA,NA,NA,Indian star tortoise,21,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/21-tortoises-seized-at-airport/articleshow/19812749.cms,NA,NA
3,23,May,2013,"May 23, 2013",Kengeri,12.8997,77.4827,Bengaluru,Karnataka,India,Live,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,50,NA,NA,NA,NA,Indian star tortoise,50,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_1.pdf,NA,NA
4,12,June,2013,"June 12, 2013","Venkatapuram, Kalidindi mandal",16.5181,81.2753,Krishna,Andhra Pradesh,India,Live,2000,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odisha and West Bengal,India,NA,NA,NA,NA,Softshell Turtle,2000,NA,NA,NA,NA,Trionychidae,2000,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/andhra-pradesh/2000-turtles-rescued-released-in-kolleru-lake/article4826293.ece,NA,NA
5,DD,June,2013,"June DD, 2013",Samadhikuppam,11.6113,79.6502,Cuddalore,Tamil Nadu,India,Live,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,3,Tortoise/Hardshell Turtle,1,NA,NA,Trionychidae,3,Indian black turtle,1,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON-THE-TRAIL-1.pdf,NA,NA
6,21,July,2013,"July 21, 2013",Thiruvananthapuram Central railway station,8.5241,76.9366,Thiruvananthapuram,Kerala,India,Live,1,1,NA,Rail,In-transit (Train station),Coimbatore,Coimbatore,Tamil Nadu,India,Aliyar,Coimbatore,Tamil Nadu,India,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,1,NA,NA,NA,NA,Indian star tortoise,1,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/kerala/star-tortoise-seized-three-arrested/article4938262.ece,https://www.hindustantimes.com/india/kerala-star-tortoise-seized-from-train-passenger-s-baggage/story-MjIQOsw1sghxO9To7k8E1K.html,NA
7,30,July,2013,"July 30, 2013",Kanheri village,29.6709,75.9318,Fatehabad,Haryana,India,Live,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,16,NA,NA,NA,NA,Unspecified,16,NA,NA,NA,NA,NA,NA,NA,NA,https://www.hindustantimes.com/india/turtles-poaching-go-unabated-in-state/story-OmvHO7LMHqOJMQ5QNwmTCK.html,NA,NA
8,18,August,2013,"August 18, 2013","Madanpur, near Bhitarkanika National Park",20.5821,86.6798,Kendrapara,Odisha,India,Live,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,14,NA,NA,NA,NA,Trionychidae,14,NA,NA,NA,NA,NA,NA,NA,NA,https://www.news18.com/news/india/turtle-smuggling-racket-busted-in-odisha-one-arrested-632544.html,NA,NA
9,26,August,2013,"August 26, 2013",Bhubaneswar Railway station,20.2961,85.8245,Khordha,Odisha,India,Live,81,81,NA,Rail,In-transit (Train station),Birapurusottampur railway station,Puri,Odisha,India,Maharipokhari village,Puri,Odisha,India,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,81,NA,NA,NA,NA,Trionychidae,81,NA,NA,NA,NA,NA,NA,NA,NA,http://newindianexpress.com/states/odisha/2013/aug/28/Forest-department-stumbles-upon-turtle-smuggling-racket-511097.html,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_2.pdf,https://timesofindia.indiatimes.com/city/bhubaneswar/81-turtles-seized-from-train-2-held/articleshow/22110983.cms
10,27,August,2013,"August 27, 2013",Maharipokhari village,20.0027,85.7936,Puri,Odisha,India,Live,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,41,NA,NA,NA,NA,Trionychidae,41,NA,NA,NA,NA,NA,NA,NA,NA,http://newindianexpress.com/states/odisha/2013/aug/28/Forest-department-stumbles-upon-turtle-smuggling-racket-511097.html,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_2.pdf,NA
11,1,September,2013,"September 1, 2013","Tentulberia Border Outpost, Gaighata",22.9309,88.7308,North 24 Parganas,West Bengal,India,Live,952,952,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,952,NA,NA,NA,NA,Indian star tortoise,952,NA,NA,NA,NA,NA,NA,NA,NA,http://archive.indianexpress.com/news/952-endangered-star-tortoises-seized-at-indobangla-border/1163750/,https://www.business-standard.com/article/pti-stories/big-seizure-of-952-star-tortoises-on-indo-bangla-border-113090200864_1.html,https://www.traffic.org/site/assets/files/10314/traffic-post-india-newsletter-combined-issues-11-20.pdf
12,19,September,2013,"September 19, 2013","Tentulberia Border Outpost, Gaighata",22.9309,88.7308,North 24 Parganas,West Bengal,India,Live,115,115,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,72,Softshell Turtle,43,NA,NA,Spotted black terrapin,72,Trionychidae,43,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/115-turtles-seized-near-Bangla-border/articleshow/22825142.cms,https://www.sify.com/news/bsf-seize-115-endangered-tortoises-on-bangladesh-border-news-national-njusklcgbigsi.html,NA
13,31,October,2013,"October 31, 2013","Bus depot in Sinthi, North Kolkata",22.5726,88.3639,Kolkata,West Bengal,India,Live,206,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,206,NA,NA,NA,NA,Unspecified,206,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_3.pdf,https://indianexpress.com/article/cities/kolkata/206-turtles-seized-at-sinthi-bus-depot/,NA
14,9,November,2013,"November 9, 2013",Bowenpally,17.4686,78.4811,Hyderabad,Telangana,India,Live,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,1,Non-native TFT,2,NA,NA,Crowned river turtle,1,Red-eared slider,2,NA,NA,NA,NA,NA,NA,https://www.deccanchronicle.com/131109/news-current-affairs/gallery/andhra-pradesh-and-south-india-pictures-november-9?gImgId=217592,NA,NA
15,25,November,2013,"November 25, 2013",Kanpur Central Station,26.4499,80.3319,Kanpur Nagar,Uttar Pradesh,India,Live,400,400,NA,Rail,In-transit (Train station),NA,NA,NA,NA,NA,NA,NA,NA,Howrah,Howrah,West Bengal,India,NA,NA,NA,NA,Unspecified,400,NA,NA,NA,NA,Unspecified,400,NA,NA,NA,NA,NA,NA,NA,NA,http://www.sawen.org/news/details/bengal-a-transit-route-for-wildlife-trafficking,https://timesofindia.indiatimes.com/city/kanpur/400-rare-smuggled-turtles-seized-from-Janata-express-at-Kanpur-railway-station/articleshow/26375302.cms,NA
16,25,November,2013,"November 25, 2013",near Hirakud Reservoir,21.6109,83.8155,Sambalpur,Odisha,India,Live,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,6,NA,NA,NA,NA,Trionychidae,6,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_3.pdf,https://timesofindia.indiatimes.com/home/environment/flora-fauna/Turtles-released-in-Hirakud-reservoir/articleshow/26489484.cms,NA
17,29,November,2013,"November 29, 2013",Kharghar,19.0473,73.0699,Raigad,Maharashtra,India,Live,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,2,NA,NA,NA,NA,Indian star tortoise,2,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_3.pdf,NA,NA
18,13,December,2013,"December 13, 2013",Maheshpur intersection,28.367,79.4304,Bareilly,Uttar Pradesh,India,Live,28,28,NA,Road,In-transit (Road),NA,NA,NA,NA,Sunha Pond,Bareilly,Uttar Pradesh,India,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,28,NA,NA,NA,NA,Trionychidae,28,NA,NA,NA,NA,NA,NA,NA,NA,https://www.jagran.com/uttar-pradesh/bareilly-city-28-turtle-recovered-10933532.html,NA,NA
19,17,December,2013,"December 17, 2013","Shivrajpur, Kanpur Nagar",26.6844,80.1415,Kanpur Nagar,Uttar Pradesh,India,Live,1559,1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,1559,NA,NA,NA,NA,Unspecified,1559,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kanpur/1559-turtles-recovered-from-a-dilapidated-fort-in-Shivrajpur/articleshow/27572101.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_3.pdf,NA
20,17,December,2013,"December 17, 2013",Allahabad Railway Station,25.4358,81.8463,Allahabad,Uttar Pradesh,India,Live,600,600,NA,Rail,In-transit (Train station),Telai village (30 km from Sultanpur),Sultanpur,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,150,Tortoise/Hardshell Turtle,450,NA,NA,Trionychidae,150,Spotted black terrapin,450,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_3.pdf,https://www.business-standard.com/article/news-ani/allahabad-police-arrest-five-for-smuggling-star-tortoises-113121700719_1.html,NA
21,4,January,2014,"January  4, 2014",Vadodara,22.3072,73.1812,Vadodara,Gujarat,India,Live,10,10,NA,Rail,In-transit (Train station),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,10,NA,NA,NA,NA,Indian star tortoise,10,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/vadodara/star-turtles-seized-in-railway-parcel/articleshow/28426555.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_4.pdf,NA
22,31,January,2014,"January 31, 2014",Don Mueang Airport,13.7563,100.5018,Bangkok,NA,Thailand,Live,505,505,NA,Air,In-transit (Airport),Chennai,Chennai,Tamil Nadu,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,505,NA,NA,NA,NA,Indian star tortoise,440,Spotted black terrapin,65,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_4.pdf,https://www.traffic.org/news/bangkok-a-hub-in-recent-tortoise-trafficking-incidents/,NA
23,3,February,2014,"February 3, 2014",Bongaon,23.044,88.8277,North 24 Parganas,West Bengal,India,Live,4980,4980,NA,Road,In-transit (Road),Visakhapatnam,Visakhapatnam,Andhra Pradesh,India,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Softshell Turtle,4980,NA,NA,NA,NA,Trionychidae,4980,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/5000-turtles-seized-on-Bangladesh-border/articleshow/29831856.cms,https://www.telegraphindia.com/states/west-bengal/turtles-seized-on-smuggling-route/cid/1288929,NA
24,5,February,2014,"February 5, 2014","Petrapole border, Bongaon",23.044,88.8277,North 24 Parganas,West Bengal,India,Live,2000,2000,NA,Road,In-transit (Road),NA,NA,Andhra Pradesh,India,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Softshell Turtle,2000,NA,NA,NA,NA,Trionychidae,2000,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/kolkata/2000-turtles-rescued-on-Bangladesh-border/articleshow/29920101.cms,NA,NA
25,12,February,2014,"February 12, 2014",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,420,420,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,420,NA,NA,NA,NA,Indian star tortoise,420,NA,NA,NA,NA,NA,NA,NA,NA,https://www.traffic.org/news/bangkok-a-hub-in-recent-tortoise-trafficking-incidents/,NA,NA
26,20,February,2014,"February 20, 2014","Freeganj, Ujjain",23.1765,75.7885,Ujjain,Madhya Pradesh,India,Live,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,13,NA,NA,NA,NA,Indian star tortoise,13,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_4.pdf,NA,NA
27,1,March,2014,"March 1, 2014",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,18,18,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,18,NA,NA,NA,NA,Spotted black terrapin,18,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_4.pdf,NA,NA
28,1,March,2014,"March 1, 2014","NH31, Kishanganj district",26.087,87.9389,Kishanganj,Bihar,India,Live,730,730,NA,Road,NA,Purnia,Purnia,Bihar,India,NA,NA,NA,NA,Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,Unspecified,730,NA,NA,NA,NA,Unspecified,730,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/pti-stories/over-700-smuggled-tortoises-seized-114030100689_1.html,NA,NA
29,12,March,2014,"March 12, 2014",Bangkok,13.7563,100.5018,Bangkok,NA,Thailand,Live,272,272,NA,Air,In-transit (Airport),Gaya/Varanasi,NA,Bihar/Uttar Pradesh,India,NA,NA,NA,NA,Macau,NA,NA,China,Hong Kong,NA,NA,China,Tortoise/Hardshell Turtle,218,Softshell Turtle,54,NA,NA,Spotted black terrapin,218,Indian narrow-headed softshell turtle,54,NA,NA,NA,NA,NA,NA,https://www.traffic.org/news/recent-seizures-highlight-trouble-for-asias-tortoises-and-freshwater-turtles/,NA,NA
30,13,March,2014,"March 13, 2014","Howrah Railway station, Howrah",22.5958,88.2636,Howrah,West Bengal,India,Live,72,72,NA,Rail,NA,Kanpur,Kanpur Nagar,Uttar Pradesh,India,NA,NA,NA,NA,Gariahat Market,Kolkata,West Bengal,India,NA,NA,NA,NA,Unspecified,72,NA,NA,NA,NA,Unspecified,72,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/72-rare-species-turtle-were-recovered-from-Tapas-Basak-32-a-resident-of-Garfa-in-Pratapgarh-who-returned-from-Kanpur-in-Kalka-Mail-on-Thursday-evening-/articleshow/31966436.cms,https://www.business-standard.com/article/pti-stories/72-turtles-seized-from-kalka-mail-1-held-114031300967_1.html,NA
31,27,March,2014,"March 27, 2014","Badarpur bus stand, Delhi",28.7041,77.1025,Delhi,Delhi,India,Live,27,27,NA,Road,In-transit (Road),NA,NA,Rajasthan,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,27,NA,NA,NA,NA,Trionychidae,27,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/cities/Delhi/endangered-turtles-rescued-in-delhi/article5843087.ece,NA,NA
32,22,April,2014,"April 22, 2014",Kothapalli village,16.3147,79.9123,East Godavari,Andhra Pradesh,India,Live,200,200,NA,Road,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odisha,India,NA,NA,NA,NA,Unspecified,200,NA,NA,NA,NA,Unspecified,200,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/pti-stories/two-held-for-smuggling-of-turtles-114042300401_1.html,NA,NA
33,28,April,2014,"April 28, 2014",Thiruvananthapuram International Airport,8.5241,76.9366,Thiruvananthapuram,Kerala,India,Live,450,450,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sri Lanka,Bangkok,NA,NA,Thailand,Tortoise/Hardshell Turtle,450,NA,NA,NA,NA,Indian star tortoise,450,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/Man-caught-with-450-star-back-tortoises-at-Trivandrum-International-Airport/articleshow/34372779.cms,https://www.business-standard.com/article/pti-stories/star-tortoises-gold-seized-from-passengers-114042800846_1.html,https://www.youtube.com/watch?v=GHpJ4GVU5Q8
34,6,May,2014,"May 6, 2014",Auroville,11.9416,79.8083,Pondicherry,Tamil Nadu,India,Live,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,16,NA,NA,NA,NA,Indian star tortoise,16,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,NA,NA
35,10,May,2014,"May 10, 2014","Madanpur Cut, Bhitarkanika",20.7151,86.8659,Kendrapara,Odisha,India,Live,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,5,NA,NA,NA,NA,Trionychidae,5,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dailypioneer.com/2014/state-editions/5-turtles-seized-two-smugglers-held-in-kpada.html,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,NA
36,14,May,2014,"May 14, 2014",Muradganj,26.5192,79.3796,Auraiya,Uttar Pradesh,India,Live,158,158,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,158,NA,NA,NA,NA,Spotted black terrapin,158,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/158-endangered-turtles-rescued-in-Auraiya/articleshow/35134456.cms,NA,NA
37,24,May,2014,"May 24, 2014","Ghosh Para, Kestopur, Kolkata",22.5726,88.3639,Kolkata,West Bengal,India,Live,1000,1000,NA,NA,NA,NA,NA,Odisha/Andhra Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,Tortoise/Hardshell Turtle,NA,Unspecified,NA,NA,NA,Spotted black terrapin,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,http://www.sawen.org/news/details/wildlife-trade-surfaces-in-bengal-again-2,https://timesofindia.indiatimes.com/home/environment/flora-fauna/Wildlife-trade-surfaces-in-Bengal-again/articleshow/35612808.cms,NA
38,29,May,2014,"May 29, 2014",Chennai Central Railway station,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,50,50,NA,Rail,In-transit (Train station),NA,NA,NA,NA,NA,NA,NA,NA,Surat,Surat,Gujarat,India,NA,NA,NA,NA,Tortoise/Hardshell Turtle,50,NA,NA,NA,NA,Indian star tortoise,50,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,https://www.thehindu.com/news/cities/chennai/chen-society/bid-to-smuggle-star-tortoises-foiled/article6062940.ece,NA
39,NA,May,2014,"May , 2014",Suvarnabhumi Airport,13.7563,100.5018,Bangkok,NA,Thailand,Live,230,230,NA,Air,In-transit (Airport),Kolkata,Kolkata,West Bengal,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,230,NA,NA,NA,NA,Spotted black terrapin,230,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,https://www.bangkokpost.com/thailand/politics/409756/230-turtles-from-india-seized,NA
40,5,June,2014,"June 5, 2014","Bus stop, Dehradun",30.3165,78.0322,Dehradun,Uttarakhand,India,Live,35,35,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,35,NA,NA,NA,NA,Spotted black terrapin,2,Indian tent turtle,33,NA,NA,NA,NA,NA,NA,https://www.news18.com/news/india/one-man-carrying-35-turtles-of-rare-species-arrested-693178.html,NA,NA
41,26,June,2014,"June 26, 2014",Navlakha bus stand,22.7196,75.8577,Indore,Madhya Pradesh,India,Live,43,43,NA,Road,In-transit (Road),Dewas,Dewas,Madhya Pradesh,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,43,NA,NA,NA,NA,Indian tent turtle,43,NA,NA,NA,NA,NA,NA,NA,NA,https://www.business-standard.com/article/pti-stories/45-tortoises-seized-in-indore-114062700596_1.html,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,NA
42,30,June,2014,"June 30, 2014",Palamau Tiger Reserve,23.6889,84.2489,NA,Jharkhand,India,Meat,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,2,NA,NA,NA,NA,Unspecified,2,NA,NA,NA,NA,NA,NA,NA,NA,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_5.pdf,NA,NA
43,12,July,2014,"July 12, 2014",Dimapur Railway Parcel Office,25.9091,93.7266,Dimapur,Nagaland,India,Live,62,62,NA,Rail,In-transit (Train station),Delhi,Delhi,NA,India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortoise/Hardshell Turtle,62,NA,NA,NA,NA,Indian star tortoise,62,NA,NA,NA,NA,NA,NA,NA,NA,https://www.dnaindia.com/india/report-sixty-two-star-tortoises-seized-in-nagaland-2002343,NA,NA
44,26,July,2014,"July  26, 2014","Mohansarai bypass, Rohania area, Varanasi",25.3176,82.9739,Varanasi,Uttar Pradesh,India,Live,175,175,NA,Road,In-transit (Road),Raebareli,Raebareli,Uttar Pradesh,India,NA,NA,NA,NA,NA,NA,West Bengal,India,NA,NA,NA,NA,Softshell Turtle,NA,Tortoise/Hardshell Turtle,NA,NA,NA,Trionychidae,NA,Pangshura sp.,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/175-turtles-recovered-in-Lucknow-released-in-Ganga/articleshow/39099712.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_6.pdf,https://www.amarujala.com/uttar-pradesh/varanasi/Varanasi-136189-140
45,1,August,2014,"August 1, 2014",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,88,88,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,88,NA,NA,NA,NA,Spotted black terrapin,88,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/chennai/88-turtles-seized-at-Chennai-airport-1-passenger-held/articleshow/39511488.cms,NA,NA
46,9,August,2014,"August 9, 2014",Chennai International Airport,13.0827,80.2707,Chennai,Tamil Nadu,India,Live,60,60,NA,Air,In-transit (Airport),NA,NA,NA,NA,NA,NA,NA,NA,Bangkok,NA,NA,Thailand,NA,NA,NA,NA,Tortoise/Hardshell Turtle,60,NA,NA,NA,NA,Indian star tortoise,60,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/home/environment/flora-fauna/60-tortoises-seized-from-air-passenger-in-Chennai/articleshow/39970936.cms,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_6.pdf,NA
47,24,August,2014,"August 24, 2014",Gunrajpur,22.8694,88.915,North 24 Parganas,West Bengal,India,Live,360,360,NA,Road,In-transit (Road),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bangladesh,NA,NA,NA,NA,Tortoise/Hardshell Turtle,360,NA,NA,NA,NA,Indian star tortoise,360,NA,NA,NA,NA,NA,NA,NA,NA,https://www.news18.com/news/buzz/360-indian-star-tortoises-worth-rs-2-crore-being-smuggled-to-bangladesh-seized-in-bengal-709760.html,www.robindesbois.org/wp-content/uploads/2015/11/ON_THE_TRAIL_6.pdf,https://www.traffic.org/site/assets/files/10316/traffic-post-india-newsletter-combined-issues-21-30.pdf
48,31,August,2014,"August 31, 2014",Kannur,11.8745,75.3704,Kannur,Kerala,India,Live,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Softshell Turtle,2,NA,NA,NA,NA,Trionychidae,2,NA,NA,NA,NA,NA,NA,NA,NA,https://www.thehindu.com/news/national/kerala/indian-softshell-turtles-seized-in-kerala/article6374498.ece,NA,NA
49,25,September,2014,"September 25, 2014",Bareilly Railway station,28.367,79.4304,Bareilly,Uttar Pradesh,India,Live,28,28,NA,Rail,NA,Shahjahanpur,Shahjahanpur,Uttar Pradesh,India,NA,NA,NA,NA,Rampur,Rampur,Uttar Pradesh,India,Udam Singh Nagar,Udham Singh Nagar,Uttarakhand,India,Unspecified,28,NA,NA,NA,NA,Unspecified,28,NA,NA,NA,NA,NA,NA,NA,NA,https://timesofindia.indiatimes.com/city/bareilly/Man-held-with-28-turtles-at-railway-station/articleshow/43554302.cms,NA,NA
